"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","relevance_raw","doc_type_ai_raw","doc_type_ai_clean","presence_absence_clean","doi_clean","page_count_clean","paper_id","interaction_id","fungal_taxon_raw","fungal_taxon_resolved","fungal_taxon_status","fungal_taxon_resolution_method","fungal_taxon_confidence","fungal_taxon_accepted_ids","fungal_taxon_kingdom","fungal_taxon_phylum","fungal_taxon_class","plant_host_raw","plant_host_resolved","plant_host_status","plant_host_resolution_method","plant_host_confidence","plant_host_accepted_ids","plant_host_kingdom","plant_host_phylum","plant_host_class" 
"Relevant","abstract","abstract","0","10.1007/s00284-014-0680-y","macrosolen cochinchinensis","phomopsis sp. 2","leaf","present","endophyte","isolated from foliar tissue of a hemi-parasitic plant","NA","NA","abstract-csv","doi_10.1007_s00284-014-0680-y","Relevant","Abstract","Abstract","Uncertain","10.1007/s00284-014-0680-y","0","doi:10.1007/s00284-014-0680-y","int_1d99fe2d876a4fcc","phomopsis sp. 2","phomopsis","Resolved","genus_exact","0.70","2577612","Fungi","ascomycota","sordariomycetes","macrosolen cochinchinensis","macrosolen cochinchinensis","Resolved","exact_accepted","1.00","7287970","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s00284-014-0680-y","macrosolen cochinchinensis","hendersonia sp.","leaf","present","endophyte","isolated from foliar tissue of a hemi-parasitic plant","NA","NA","abstract-csv","doi_10.1007_s00284-014-0680-y","Relevant","Abstract","Abstract","Uncertain","10.1007/s00284-014-0680-y","0","doi:10.1007/s00284-014-0680-y","int_6a272367f987f9f2","hendersonia sp.","hendersonia","Resolved","genus_exact","0.70","7651351","Fungi","ascomycota","dothideomycetes","macrosolen cochinchinensis","macrosolen cochinchinensis","Resolved","exact_accepted","1.00","7287970","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s00284-014-0680-y","macrosolen cochinchinensis","diaporthe sp. 4","leaf","present","endophyte","isolated from foliar tissue of a hemi-parasitic plant","NA","NA","abstract-csv","doi_10.1007_s00284-014-0680-y","Relevant","Abstract","Abstract","Uncertain","10.1007/s00284-014-0680-y","0","doi:10.1007/s00284-014-0680-y","int_ffbbe4313aef4811","diaporthe sp. 4","diaporthe","Resolved","genus_exact","0.70","2566075","Fungi","ascomycota","sordariomycetes","macrosolen cochinchinensis","macrosolen cochinchinensis","Resolved","exact_accepted","1.00","7287970","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s00284-014-0680-y","macrosolen cochinchinensis","aspergillus spp.","leaf","present","endophyte","isolated from foliar tissue of a hemi-parasitic plant","NA","NA","abstract-csv","doi_10.1007_s00284-014-0680-y","Relevant","Abstract","Abstract","Uncertain","10.1007/s00284-014-0680-y","0","doi:10.1007/s00284-014-0680-y","int_9aeb64efe4b83535","aspergillus spp.","aspergillus","Resolved","genus_exact","0.70","8884233","Fungi","ascomycota","eurotiomycetes","macrosolen cochinchinensis","macrosolen cochinchinensis","Resolved","exact_accepted","1.00","7287970","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s00284-014-0680-y","macrosolen cochinchinensis","mycosphaerella sp.","leaf","present","endophyte","isolated from foliar tissue of a hemi-parasitic plant","NA","NA","abstract-csv","doi_10.1007_s00284-014-0680-y","Relevant","Abstract","Abstract","Uncertain","10.1007/s00284-014-0680-y","0","doi:10.1007/s00284-014-0680-y","int_a844e235efd8b91b","mycosphaerella sp.","mycosphaerella","Resolved","genus_exact","0.70","2569921","Fungi","ascomycota","dothideomycetes","macrosolen cochinchinensis","macrosolen cochinchinensis","Resolved","exact_accepted","1.00","7287970","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s00284-014-0680-y","macrosolen cochinchinensis","acremonium strictum","leaf","present","endophyte","isolated from foliar tissue of a hemi-parasitic plant","NA","NA","abstract-csv","doi_10.1007_s00284-014-0680-y","Relevant","Abstract","Abstract","Uncertain","10.1007/s00284-014-0680-y","0","doi:10.1007/s00284-014-0680-y","int_8c3a3de5b669d278","acremonium strictum","","Unresolved","no_match","0.00","","","NA","NA","macrosolen cochinchinensis","macrosolen cochinchinensis","Resolved","exact_accepted","1.00","7287970","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s00284-014-0680-y","macrosolen cochinchinensis","tremella sp.]","leaf","present","endophyte","isolated from foliar tissue of a hemi-parasitic plant","NA","NA","abstract-csv","doi_10.1007_s00284-014-0680-y","Relevant","Abstract","Abstract","Uncertain","10.1007/s00284-014-0680-y","0","doi:10.1007/s00284-014-0680-y","int_c0b5d08496eec297","tremella sp.]","tremella","Resolved","genus_exact","0.70","7939704","Fungi","basidiomycota","tremellomycetes","macrosolen cochinchinensis","macrosolen cochinchinensis","Resolved","exact_accepted","1.00","7287970","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s10886-010-9848-5","bursera simaruba (burseraceae)","muscodor yucatanensis","leaf","present","endophyte","isolated from leaves","forest","mexico","abstract-csv","doi_10.1007_s10886-010-9848-5","Relevant","Abstract","Abstract","Uncertain","10.1007/s10886-010-9848-5","0","doi:10.1007/s10886-010-9848-5","int_4f78f894f879bd02","muscodor yucatanensis","induratia yucatanensis","Resolved","synonym_map","0.95","12257137","Fungi","ascomycota","sordariomycetes","bursera simaruba (burseraceae)","bursera simaruba","Resolved","exact_accepted","1.00","3190450","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s11274-010-0492-6","tylophora indica","dothideomycetes sp.","leaf","present","endophyte","isolated from leaves and stems based on rdna sequencing and microscopic examination. shows high activity against sclerotinia sclerotiorum.","NA","NA","abstract-csv","doi_10.1007_s11274-010-0492-6","Relevant","Abstract","Abstract","Uncertain","10.1007/s11274-010-0492-6","0","doi:10.1007/s11274-010-0492-6","int_9c5eef28af66f2b3","dothideomycetes sp.","","Unresolved","descriptor_non_taxon","0.00","","","NA","NA","tylophora indica","vincetoxicum indicum","Resolved","synonym_map","0.95","10787822","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1002/hlca.200900084","sargassum kjellmanianum","aspergillus ochraceus","NA","present","endophyte","isolated from marine brown alga sargassum kjellmanianum","marine","NA","abstract-csv","doi_10.1002_hlca.200900084","Relevant","Abstract","Abstract","Uncertain","10.1002/hlca.200900084","0","doi:10.1002/hlca.200900084","int_59ce45bc79468868","aspergillus ochraceus","aspergillus ochraceus","Resolved","exact_accepted","1.00","5259807","Fungi","ascomycota","eurotiomycetes","sargassum kjellmanianum","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.3390/molecules24040777","torreya taxifolia","nemania sp.","leaf","present","endophyte","isolated from a diseased leaf","NA","NA","abstract-csv","doi_10.3390_molecules24040777","Relevant","Abstract","Abstract","Uncertain","10.3390/molecules24040777","0","doi:10.3390/molecules24040777","int_bac9fd26e145daac","nemania sp.","nemania","Resolved","genus_exact","0.70","2576344","Fungi","ascomycota","sordariomycetes","torreya taxifolia","torreya taxifolia","Resolved","exact_accepted","1.00","5284481","Plantae","tracheophyta","pinopsida"
"Relevant","abstract","abstract","0","10.22207/jpam.19.1.05","green and brown algae","fug 03","NA","present","endophyte","isolated from green and brown algae, antioxidant activity assessed using standard assays","marine","NA","abstract-csv","doi_10.22207_jpam.19.1.05","Relevant","Abstract","Abstract","Uncertain","10.22207/jpam.19.1.05","0","doi:10.22207/jpam.19.1.05","int_666187c8b86dd5d5","fug 03","","Unresolved","no_match","0.00","","","NA","NA","green and brown algae","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.22207/jpam.19.1.05","green and brown algae","fug 05","NA","present","endophyte","isolated from green and brown algae, antioxidant activity assessed using standard assays","marine","NA","abstract-csv","doi_10.22207_jpam.19.1.05","Relevant","Abstract","Abstract","Uncertain","10.22207/jpam.19.1.05","0","doi:10.22207/jpam.19.1.05","int_abd8fc329454a8d3","fug 05","","Unresolved","no_match","0.00","","","NA","NA","green and brown algae","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.22207/jpam.19.1.05","green and brown algae","fug 07","NA","present","endophyte","isolated from green and brown algae, antioxidant activity assessed using standard assays","marine","NA","abstract-csv","doi_10.22207_jpam.19.1.05","Relevant","Abstract","Abstract","Uncertain","10.22207/jpam.19.1.05","0","doi:10.22207/jpam.19.1.05","int_fc9b0c1bad0e6797","fug 07","","Unresolved","no_match","0.00","","","NA","NA","green and brown algae","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.22207/jpam.19.1.05","green and brown algae","fug 09","NA","present","endophyte","isolated from green and brown algae, antioxidant activity assessed using standard assays","marine","NA","abstract-csv","doi_10.22207_jpam.19.1.05","Relevant","Abstract","Abstract","Uncertain","10.22207/jpam.19.1.05","0","doi:10.22207/jpam.19.1.05","int_459f3744d43f2d32","fug 09","","Unresolved","no_match","0.00","","","NA","NA","green and brown algae","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1016/j.indcrop.2025.121557","vaccinium dunalianum wight","pezicula neosporulosa vdb39","NA","present","endophyte","isolated from vaccinium dunalianum wight, exhibits significant anti-a. brassicicola activities","NA","NA","abstract-csv","doi_10.1016_j.indcrop.2025.121557","Relevant","Abstract","Abstract","Uncertain","10.1016/j.indcrop.2025.121557","0","doi:10.1016/j.indcrop.2025.121557","int_43bb8ddf1f9455fa","pezicula neosporulosa vdb39","pezicula neosporulosa","Resolved","exact_accepted","1.00","7485872","Fungi","ascomycota","leotiomycetes","vaccinium dunalianum wight","vaccinium dunalianum","Resolved","exact_accepted","1.00","4173549","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.pmpp.2025.102867","trichoderma atroviride","bacillus velezensis strain itce1","NA","present","biocontrol","enhanced effects observed when co-cultivated with trichoderma atroviride.","NA","NA","abstract-csv","doi_10.1016_j.pmpp.2025.102867","Relevant","Abstract","Abstract","Uncertain","10.1016/j.pmpp.2025.102867","0","doi:10.1016/j.pmpp.2025.102867","int_15ebeaf846510d21","bacillus velezensis strain itce1","bacillus velezensis","Resolved","exact_accepted","1.00","5428057","Bacteria","firmicutes","bacilli","trichoderma atroviride","trichoderma atroviride","Resolved","exact_accepted","1.00","5251334","Fungi","ascomycota","sordariomycetes"
"Relevant","abstract","abstract","0","10.1016/j.microb.2025.100483","lumnitzera racemosa","colletotrichum siamense","leaf","present","endophyte","isolated from healthy leaf samples","mangrove","kollam, kerala","abstract-csv","doi_10.1016_j.microb.2025.100483","Relevant","Abstract","Abstract","Uncertain","10.1016/j.microb.2025.100483","0","doi:10.1016/j.microb.2025.100483","int_39665196e39fd73a","colletotrichum siamense","colletotrichum siamense","Resolved","exact_accepted","1.00","8184256","Fungi","ascomycota","sordariomycetes","lumnitzera racemosa","lumnitzera racemosa","Resolved","exact_accepted","1.00","6435171","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.jhazmat.2025.138620","salix suchowensis","serendipita indica","stem","present","mutualist","promotes plant growth and alleviates abiotic/biotic stress, enhances cd accumulation in stems and leaves, increases cd concentration in the root-soil interface, and recruits a more complex and stable microbiome.","NA","NA","abstract-csv","doi_10.1016_j.jhazmat.2025.138620","Relevant","Abstract","Abstract","Uncertain","10.1016/j.jhazmat.2025.138620","0","doi:10.1016/j.jhazmat.2025.138620","int_6e3b2b66927e9127","serendipita indica","serendipita indica","Resolved","exact_accepted","1.00","9711144","Fungi","basidiomycota","agaricomycetes","salix suchowensis","salix suchowensis","Resolved","exact_accepted","1.00","5582983","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.pmpp.2025.102814","helianthus annuus l.","y-17","NA","present","biocontrol","used as biocontrol/antagonist agent in the study.","NA","NA","abstract-csv","doi_10.1016_j.pmpp.2025.102814","Relevant","Abstract","Abstract","Uncertain","10.1016/j.pmpp.2025.102814","0","doi:10.1016/j.pmpp.2025.102814","int_28e58964cd0db46d","y-17","","Unresolved","no_match","0.00","","","NA","NA","helianthus annuus l.","helianthus annuus","Resolved","exact_accepted","1.00","9920890","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.pmpp.2025.102814","helianthus annuus l.","y-34","NA","present","biocontrol","used as biocontrol/antagonist agent in the study.","NA","NA","abstract-csv","doi_10.1016_j.pmpp.2025.102814","Relevant","Abstract","Abstract","Uncertain","10.1016/j.pmpp.2025.102814","0","doi:10.1016/j.pmpp.2025.102814","int_e6e22f6937fb80d7","y-34","","Unresolved","no_match","0.00","","","NA","NA","helianthus annuus l.","helianthus annuus","Resolved","exact_accepted","1.00","9920890","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.pmpp.2025.102814","helianthus annuus l.","trichoderma longibrachiatum (et-6)","NA","present","biocontrol","used as biocontrol/antagonist agent in the study.","NA","NA","abstract-csv","doi_10.1016_j.pmpp.2025.102814","Relevant","Abstract","Abstract","Uncertain","10.1016/j.pmpp.2025.102814","0","doi:10.1016/j.pmpp.2025.102814","int_7ce249547be2dc68","trichoderma longibrachiatum (et-6)","trichoderma longibrachiatum","Resolved","exact_accepted","1.00","5251347","Fungi","ascomycota","sordariomycetes","helianthus annuus l.","helianthus annuus","Resolved","exact_accepted","1.00","9920890","Plantae","tracheophyta","magnoliopsida"
"Relevant","full-text","full-text","13","10.1038/s41598-025-07941-3","olea europaea","aspergillus niger","NA","present","endophyte","isolated from olea europaea","NA","egypt","full-text","doi_10.1038_s41598-025-07941-3","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-025-07941-3","13","doi:10.1038/s41598-025-07941-3","int_afafcc3f57104b5c","aspergillus niger","aspergillus niger","Resolved","exact_accepted","1.00","3465658","Fungi","ascomycota","eurotiomycetes","olea europaea","olea europaea","Resolved","exact_accepted","1.00","5415040","Plantae","tracheophyta","magnoliopsida"
"Relevant","full-text","full-text","17","10.1186/s40168-024-02014-5","astragalus mongholicus","fusarium solani","seed","present","pathogen","isolated from ungerminated seeds, suppresses seed germination and plant growth","NA","NA","full-text","doi_10.1186_s40168-024-02014-5","Relevant","Full-Text","Full-Text","Uncertain","10.1186/s40168-024-02014-5","17","doi:10.1186/s40168-024-02014-5","int_926836bad96ed046","fusarium solani","fusarium solani","Resolved","exact_accepted","1.00","9581851","Fungi","ascomycota","sordariomycetes","astragalus mongholicus","astragalus mongholicus","Resolved","exact_accepted","1.00","5345341","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.ijfoodmicro.2025.111289","malus x domestica borkh.","diaporthe citrichinensis","apple parts","present","biocontrol","isolated as an endophyte, exhibited antifungal activity against various post-harvest apple pathogens, identified using morphological and molecular techniques.","NA","himachal pradesh, jammu & kashmir","abstract-csv","doi_10.1016_j.ijfoodmicro.2025.111289","Relevant","Abstract","Abstract","Uncertain","10.1016/j.ijfoodmicro.2025.111289","0","doi:10.1016/j.ijfoodmicro.2025.111289","int_143dde2df1d4e18c","diaporthe citrichinensis","diaporthe citrichinensis","Resolved","exact_accepted","1.00","8281899","Fungi","ascomycota","sordariomycetes","malus x domestica borkh.","malus domestica","Resolved","exact_accepted","1.00","3001244","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.micres.2025.128287","avicennia germinans l.","endophytic microbiome (multiple fungal species)","leaf","present","endophyte","isolated from leaves and pneumatophores (above ground roots) of a. germinans in buenaventura bay mangrove ecosystem (colombia)","mangrove","colombia","abstract-csv","doi_10.1016_j.micres.2025.128287","Relevant","Abstract","Abstract","Uncertain","10.1016/j.micres.2025.128287","0","doi:10.1016/j.micres.2025.128287","int_159127bed62b4e78","endophytic microbiome (multiple fungal species)","","Unresolved","no_match","0.00","","","NA","NA","avicennia germinans l.","avicennia germinans","Resolved","exact_accepted","1.00","2925400","Plantae","tracheophyta","magnoliopsida"
